y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
64,266,6,0.01,0,94,45,17.5,8,94,3.1,94,0.5,113.867322218294,26.5004521109798,8.6,8.4,0.414,5
76.9,69,0,3.15302063687294,0,98,0,63.6,0,98,6.15023344003807,98,0.1,22688.87824,7562.89153685956,6.2,6.1,0.823,14.5
64.2,179,365,0.03,40.36829999,78,7641,19.5,458,77,3.4,78,0.1,873.772727,15793993,21,21.5,0.501,6.5
55.3,35,23,4.33,15.99415192,92,173,15.2,35,89,7.86,92,2.9,196.2472628,8212264,7.9,7.9,0.319,7.9
76.6,117,0,9.29,1617.473418,88.0232927540395,0,52.3,0,93,8.62,93,0.1,11814.9994,199453,2.1,2.2,0.835,15.6
57.3,291,85,0.02,1.388647732,66,1296,14.2,118,58,8.7,58,0.1,25.2941299,257798,19.3,19.5,0.396,7.9
79.7,77,0,11.41,7620.823456,89.6605540477296,164,58.2,0,94,9.53,94,0.1,51983.78892,4535375,0.3,0.2,0.909,17.9
67.4,225,2,4.26,181.0123284,96,31,44.9,2,95,5.58,96,0.1,2139.625631,2628131,2.2,2.3,0.673,13.4
48.7,466,63,3.11,0,76,115,22.1,90,87,5.39,76,6.1,171.439213369184,102.500305480392,7.2,7.1,4.81057631154049,5.11781748601952
44.8,73,25,4.43,0,73,304,26.3,40,73,6.53,71,39.8,57.34834,125525,1.2,1.3,0.427,10
71.4,176,95,7,140.9824766,92,1,45.3,109,99,7.13,99,0.1,2819.649531,1815121,3.3,3.3,0.692,14.6
61.9,249,43,0.04,0,38,8536,32.7,58,61,5,61,0.1,98.0541312408418,4297.10359451046,14,13.9,0.457,8.2
67.5,19,0,2.70348834721368,0,96,0,3.9,0,96,5.40046688007615,96,0.2,1624.63963,195553,5.5,5.3,0.565,11.2
54.8,48,64,1.19,49.90987221,76,145,21.3,90,73,5.58,76,6.9,566.513873,2567666,3.6,3.5,0.4,9.2
74.3,139,2,9.1,10.32588862,96,4189,57.7,2,89,5.53,89,0.1,92.277825,2147528,2.9,3.1,0.798,15.7
78.7,15,25,8.55,0,92,63,66.9,30,93,17.2,95,0.1,34.7870941277892,46.5004032341171,0.7,0.6,8.81711552176295,9.70932348995868
81,71,3,10.37,0,90.7515913753996,133,66,4,95,9.12,95,0.1,52.5010459598363,68.5015762788215,0.8,0.5,6.74094232673312,7.12026772931898
72,176,7,6.58,44.79247812,68,253,43.1,9,71,5.9,78,2.5,282.4242,8562622,3.8,3.7,0.651,12.2
76.3,123,33,5.29,112.696486,99,0,61.5,38,99,6.21,99,0.1,982.532572,1282837,1.6,1.5,0.748,12.7
73,222,0,14.44,8.49409518,96,1,59.3,1,99,5.55,98,0.1,63.38877,949583,2,2.2,0.78,15.5
66.2,227,0,0.7,325.1114746,83,0,38.7,0,88,6.44,84,0.1,944.81684,423853,1.4,1.4,0.442,6.6
73,184,2,2.42,653.6925016,92,0,54.7,2,92,6.95,92,0.2,3895.664491,625777,1.6,1.6,0.675,13.2
77.7,12,1,4.09,1043.10795,89,0,49.3,1,9,7.8,9,0.1,4425.57467,418738,2.1,2,0.719,12.2
57.9,283,44,1.16,35.66125056,57.598218868844,35256,13.9,68,58,5.8,57,0.6,245.939659,1576686,8.7,8.6,0,8
81.1,62,0,6.9,8105.590882,92.8715638745895,25,56.5,0,98,9.23,98,0.1,55746.84238,9219637,1.3,1.3,0.897,15.7
69.8,172,54,0.24,0,97,668,55.5,65,97,4.82,97,0.1,85.0818925417616,366.50736818705,3.1,3,0.651,11.9
78.9,81,0,5.89,749.6823382,88.7212455995096,5,54.6,0,93,9.62,93,0.1,4361.1538,4538159,0.8,0.7,0.916,17.1
69.2,28,14,2.35,41.50845637,87,0,43.8,18,87,6.79,87,0.4,277.83438,139628,1.4,1.4,0.567,9.6
59.5,251,25,0.01,87.4080423,77,637,24.6,39,73,4.59,77,1.2,915.2674586,14451,7.2,7.1,0.466,10.3
72.9,154,3,10.6,919.1673438,99,353,55,3,96,5.21,96,0.1,8214.185378,2882982,3.2,3.6,0.766,14.1
71.6,24,0,12.1,76.36187737,94,1,58.1,0,9,5.67,94,0.1,676.966998,337775,3.1,3.1,0.792,16.3
76,122,0,11.9,161.4473853,87.0983473881675,0,51.2,0,93,8.26,91,0.1,1227.73677,1988925,2.2,2.3,0.818,14.6
54.7,483,3,4.8,368.2848258,73.0190609409293,4,27.2,4,81,6.47,81,24,3288.257373,29228,13.7,13.7,0.559,11.7
76.6,99,1,3.52715177896296,0,99,0,54.6,1,99,7.00046688007615,99,0.1,16627.36433,5542.73836061458,7.1,6.9,0.795,13.7
58.5,343,7,0.83,0.703132179,86,460,13.1,10,92,4.2,9,1.9,21.7687981,3614639,9.9,9.9,0,4.4
73,219,0,7.44,376.4570185,98,0,56,0,98,6.29,97,0.1,4132.34927,231173,2.7,2.7,0.746,14.8
72.2,171,0,12.55,0,84,0,38.4,0,91,6.1,9,0.2,56.9369284689256,0,4.4,4.4,0.684,12.4
68.1,227,1,0.01,241.1958645,98,0,5.4,1,98,4.21,98,0.1,4385.379355,286917,2.2,2.3,0.72,14.7
59.6,271,2,0.26,45.09010835,28,0,18.4,2,8,3.65,8,0.1,544.566526,583211,7.6,7.6,0,9.2
61.7,317,3,6.28,59.55033546,76.5363497354294,0,3.2,4,83,7.15,83,11.7,429.6561,216375,11.5,11.4,0.589,11.3
59.2,275,71,0.01,7.097108703,68,3013,17.2,97,68,7.87,68,0.1,63.537231,2978599,18.2,18.2,0.454,9.5
81.7,68,1,9.33,0,99,107,3.8,2,99,7.2,99,0.1,52.8170225956575,54.5012830176454,1.5,1,5.73011792938629,6.16686073121276
74.3,143,11,4.44,1487.896562,92,1,55.7,13,91,6.93,91,0.1,7884.984429,46881475,2.1,1.9,0.707,13.2
74,179,0,6.5,1389.772683,9,0,42,0,91,5.29,9,0.4,16683.94578,13281,5.9,6.3,0.772,12.5
73.4,139,33,1.6,0,89.1418546488594,16512,9.2,43,96,4.89,96,0.1,74.3270791983137,8277.70123826288,15.8,16.4,0.569,10.4
73.4,177,1,13.16,1299.459306,91.2314813721593,1,59.3,1,99,8.1,99,0.1,11398.76584,17137,2,2,0.802,15.2
77,174,3,0.01,0,97,1,43,4,97,6.68,97,0.1,85.7145336786204,2.49996334235299,3.3,3.3,0.647,12.5
44.5,675,5,2.67,57.90369752,87,0,27.4,6,88,6.3,89,34.8,862.9463118,1949543,9.3,9.2,0.437,10.7
76.9,86,0,5.14,412.4433563,99,9,55.8,1,99,5.59,99,0.1,4247.61438,2941,1.3,1.4,0.752,14.2
67.3,158,185,0.01,4.11469667,11,9743,12,247,88,2.62,99,0.1,46.7579167,14137489,2.1,2.7,0.491,8.1
81.4,68,0,11.02,15515.75234,94,0,6.5,0,99,7.1,99,0.1,113751.85,54336,0.9,0.9,0.892,13.9
61.1,262,3,3.41831715874644,0,97,71,27.3,5,96,7.25023344003808,97,1.7,113.550743700409,38.0008064682343,7.3,7.2,0.45,8.9
64.7,236,36,0.04,0,67,2177,38.7,46,68,5.73,67,0.1,95.8393713629235,1111.52603914859,13.7,13.6,0.494,9
74.1,115,0,8.39,181.5000856,84,0,47.7,0,85,5.27,84,0.1,15646.5591,5215.47289146027,4,3.9,0.766,14.8
75.9,134,0,8.18,2156.229842,98,0,45.7,0,97,5.39,98,0.2,12565.44197,4188.44306565475,3.3,3.3,0.778,13.8
55.3,473,50,8.19,780.0336423,76,39,45.7,75,77,7.75,79,23.5,5786.59972,49557573.3,8.9,1.7,0.616,12.9
69.3,176,0,1.24,171.1373611,66,101,42.6,0,67,3.52,7,0.1,1353.934819,193956,1.7,1.6,0,10.2
79.2,79,0,9.15,442.3774869,88,33,61.5,0,87,7.89,89,0.1,2542.39935,858.459162296071,0.3,0.3,0.884,18.4
48.5,559,37,1.18,4.269511381,87,143,16.6,59,88,9.31,87,19.3,32.2227274,1384969,7.1,7,0.387,9.7
69.3,214,7,5.16,182.6162515,82,0,47.2,8,66,4.28,79,2.1,2421.9662,912998,3.6,3.5,0.666,12.5
98,98,0,0.01,0,98,0,82.8,0,98,3.58,98,0.1,45.3297085243384,0,0.1,0.1,1.23803915553039,1.43143858319718
96.3180229358122,96.3307639020753,0,8.54,0,97,0,5.2,0,96,6.14,96,0.1,44.404612432005,0,3.7,3.6,0.749,13.4
55,388,542,9.55,104.4746444,42,2613,2.4,863,54,4.47,42,5.2,1136.829645,14641724,12.3,12.3,0.477,9.1
71.6,189,14,6.17,301.3597791,96,4165,21.7,16,98,3.51,98,0.5,2659.83918,652231,9,9.2,0.674,11.9
78.7,16,25,8.67,0,91,220,67.5,29,94,17.6,96,0.1,35.419649281496,124.502333870193,0.7,0.6,8.99373208661078,9.90526787171051
64.6,234,35,0.04,0,69,2676,37.9,45,69,5.4,69,0.1,95.8391993966194,1360.53214875643,13.7,13.6,0.493,8.6
73.7,133,3,0.43,409.9812523,96,394,32.5,4,97,3.61,97,0.1,7269.17114,26625845,8.7,8.5,0.736,12.3
53.4,369,24,5.54,1.747440948,87,0,14.1,37,82,9.84,87,4.3,15.57434,7423289,8.2,8.3,0.286,5.6
68.7,22,9,3.95,0,91,0,49.3,12,9,5.44,91,0.2,35.7363997656857,5.99985336941195,1.2,1.1,0.643,13.8
74.4,136,29,2.7,0,94,410,11.3,36,94,5.38,95,0.2,73.0618829077481,223.004569986661,15.3,16,0.609,11.1
45.7,44,97,2.58,30.35993647,41.3119454010321,9046,15.8,159,41,5.38,38,2.1,526.168743,16983266,1.7,1.7,0.391,5.1
71,133,22,0.58,127.7632005,95,1217,49.9,25,97,5.23,97,0.1,2191.478567,3869346,6.4,6.3,0.575,10
64,284,2,1.75,73.24150483,98,0,41.3,2,99,5.99,99,0.1,797.8377432,2496832,2.3,2.4,0.621,11.2
66.5,188,182,0.06,33.95837125,62,3825,16,229,77,2.23,76,0.1,747.9817455,2145652,11,11.1,0.604,10.6
54.7,327,32,0.21,1.099665984,57.6951316367299,99,18.5,51,59,2.82,59,2.7,33.424498,9679745,9.3,9.3,0.346,6.6
86,65,1,9.23,96.8585885,93.6619646520997,15,58.6,1,97,1.29,97,0.1,519.349,1653388,1,0.9,0.906,16.9
56.7,366,47,0.01,61.39263642,87,831,28.4,71,86,4.1,87,3.7,1441.1417,2223994,5.7,5.7,0.507,10.4
71.8,178,0,12.03,0,90.7459489579193,0,37.3,0,99,6.1,99,0.3,87.6122851228928,0,4.5,4.5,0.684,12.6
75.6,11,0,0.01,648.1331781,9,0,6.2,0,94,7.25,94,0.1,6586.71929,6261,1.9,1.9,0.797,15.1
65,24,16,2.08,57.73516711,82,394,14.8,20,82,3.75,82,0.9,631.675789,13676693,11.3,11.5,0.495,10.3
73.7,158,9,7.22,0,78,0,59.3,10,74,5.4,78,0.1,74.6449474634802,4.99987780784329,1.6,1.5,0.754,14
57.4,368,30,2.3,143.8698873,94,26,2.2,47,93,4.73,94,9.1,1139.11233,13456417,6.7,6.6,0.518,11.6
79,19,13,2.21,472.2234994,95,0,45.9,15,96,6.65,95,0.4,2794.22189,146366,1.3,1.3,0.589,10.4
79.9,75,1,9.53,3064.301144,94,141,59,2,91,8.18,92,0.1,19517.84168,19413,0.7,0.7,0.899,20.5
75,117,0,6.45,489.6818699,87,0,58.5,0,91,6.7,92,0.1,6698.79439,618294,2,2.1,0.785,14.6
75.8,125,40,5.11,980.2537444,98,23,57.2,47,98,5.83,98,0.1,8767.92258,1192378,1.8,1.7,0.723,12.2
49.8,396,549,9.66,10.35779424,27,704,19.9,879,46,3.66,4,5.3,119.743286,14261494,12.6,12.6,0.466,9
77.6,65,0,0.01,1259.940376,99,0,24.1,0,99,9.16,99,0.1,6541.7465,385,13.8,13.9,0.675,12.1
65.1,237,1,7.84,1.776181042,91,0,38.4,1,91,5.73,91,1.9,145.58861,751652,5.8,5.6,0.613,11.2
74.9,126,0,13.15,650.9567981,88.2039568050095,8,55.2,0,94,7.16,94,0.1,5245.421419,444,2,2,0.749,12.3
63.8,224,0,5.78,9.013493879,7,0,22.8,0,99,9.94,96,1.6,693.345683,151969,7.2,7.2,0.509,9.8
79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,16671.5672,4538,0.7,0.7,0.809,14.8
64.7,249,31,0.03,75.25799773,59,474,53.2,38,63,3,59,0.1,2351.812429,27697912,5.4,5.1,0.631,10.2
71.1,174,4,8.78,375.1740323,98,9,52.9,4,97,5.3,97,0.1,2774.95586,21574326,3.5,4,0.722,12.5
63.3,229,7,2.33,130.3784829,96,11,38.7,8,99,3.34,98,0.1,967.917468,4612,3.5,3.5,0,10.2
73.1,19,0,10.85,0,89,0,56,0,93,5.26,94,0.1,35.7361418162295,0,2.6,2.6,0.781,12.1
57.6,393,2,0.01,708.9556648,98,0,31.2,3,98,9.66,98,9.8,3598.75972,1271456,4.5,4.6,0.539,11.4
69.4,188,4,3.28,0,96,222,41.4,4,94,6.18,96,0.2,89.8267870513548,113.002663789016,3.2,3.3,0.632,12.1
77.3,16,2,6.1,687.5116825,90.6967752638355,0,54.7,3,96,6.51,97,0.1,4595.666327,15444969,1,1,0.761,13.7
79.7,79,0,10.47,10251.10872,87.5709273244297,84,57.4,0,91,1.87,91,0.1,61753.667,557572,1.1,0.9,0.91,16.9
81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,8479375,1.8,2,0.887,15.7
59.2,371,23,6.5,10.82259524,91,0,31.3,34,92,6.44,91,6.3,127.47462,15411675,5.9,5.7,0.498,10.3
72.9,172,0,0.01,1521.672751,99,0,35.5,0,98,3.58,98,0.1,15687.34795,89949,5.7,6.1,0.762,13.5
67.8,146,7,0.55,39.33253687,5,4353,43.1,9,8,4.47,76,0.1,763.73858,817195,3.1,3.1,0.651,10.6
55.8,285,25,1.35,8.931827297,73,217,19.7,40,75,4.63,73,2.1,519.2922847,752555,9.1,9,0.416,7.7
75.6,127,37,5.36,159.8772264,97,0,58.7,43,96,6.6,96,0.1,9689.52887,11366189,1.7,1.6,0.735,12.3
75,93,1,1.57,835.0626827,81,9,64,1,75,7.12,81,0.1,8734.9653,4588368,4.7,4.7,0.758,13.2
78,99,1,11.29,320.3177664,6,0,59,1,96,8.46,95,0.1,2552.3328,1332785,0.8,0.8,0.875,18.8
68.8,219,1,8.25,0,98,0,5.4,1,97,12.8,9,0.1,72.1203157535373,0.499987780784329,2.8,3,7.2327949114515,8.56101752300914
62.2,247,42,0.06,0,43,12708,33.3,56,72,4.9,72,0.1,100.900070542034,6382.15459751667,13.9,13.9,0.464,8.4
72.4,127,4,0.55,27.44252286,95,28,57.8,4,95,8.88,95,0.1,223.83787,5714111,3.9,3.8,0.73,13.8
72.9,155,1,10.98,107.9826127,96,1,61.5,1,96,6.61,95,0.1,7296.122479,7492561,2.1,2.1,0.761,13.8
82,63,1,10.3,10986.26527,92,190,64.4,1,92,9.2,92,0.1,62245.129,223424,0.6,0.6,0.927,19.8
53.8,4,70,1.18,39.75216936,74,60,2.1,101,74,5.43,74,11.3,463.852618,2352463,3.7,3.6,0.382,9.2
66,266,3,0.01,0,97,0,26,5,96,6.49,97,1.6,114.816025974126,2.49993890392165,7.6,7.5,0.445,8.9
69.1,185,17,0.01,19.1624696,99,0,43,19,99,6.32,99,0.1,197.551233,32432,3,3.1,0.681,12
71,218,0,7.13,291.0170765,95,0,55.4,0,96,6,96,0.1,3352.731296,236755,2.8,2.8,0.716,13.7
54.1,441,32,1.23,13.77617463,97,26,18,50,97,11.67,97,11.2,512.125451,15627618,6.7,6.6,0.444,10.6
75.5,126,1,5.52,58.45976019,98,0,48.6,2,95,7.6,98,0.1,4267.13578,329174,2.2,2.2,0.728,12.8
52.1,522,4,0.01,162.1278115,93,0,32,6,9,1.62,93,9.4,1174.839214,2145785,5.8,5.6,0.491,10.8
54.6,345,14,0.95,2.048574874,35.006421589804,1833,17.1,22,51,4.29,5,5.3,26.6394652,511177,9.2,9.1,0.426,9.4
72.2,185,0,8.12,916.4741775,99,1,31.2,0,99,3.3,99,0.1,12154.82994,8533,5.9,6.3,0.733,13.1
76.1,85,157,1.97592656598063,0,99,42361,32.9,183,99,3.25163408026652,99,0.1,869.211938,137122,3.6,2.9,0.734,13.5
65,238,1,7.35,17.46405901,93,0,39,1,93,5.83,93,1.8,198.455216,75946,5.7,5.5,0.619,11.4
73.6,158,9,7.92,0,88,0,56.5,11,8,4.69,87,0.1,77.4910587309763,5.49986558862762,1.7,1.6,0.7,11.8
65.8,245,1,0.29,169.2023968,95,2,17.4,1,96,5.27,95,0.3,1335.45696,672228,17.5,18.3,0,9.6
77.8,72,0,1.13,5163.32918,93,160,67,0,93,2.16,92,0.1,88564.82298,29574.6775838658,5.1,4.7,0.837,13.4
87,59,0,6.91,3601.287457,82,3,68,0,96,9.6,96,0.1,22821.847,416268,0.8,0.7,0.826,14.8
36.3,682,23,5.76,36.2929176,56.9873045606692,0,44.2,58,66,8.9,66,1.9,662.2795182,9999617,4,4,0.47,8.6
63.8,247,14,8.34,9.074569426,97,31,18.9,20,93,7.71,97,1.3,617.317648,151671,6.3,6.2,0.464,10.2
53.2,417,9,2.45,0,19.6266639789813,3712,2.7,14,5,2.61,5,6.8,133.486849961451,1863.04518665955,9.1,8.8,0.492,9.4
76.6,16,0,12.1,206.8868182,97,7,6.6,0,97,8.25,97,0.1,1355.74586,4417781,1.6,1.6,0.803,14.2
76,84,1,1.73,292.4022672,93,0,55.1,1,94,4.5,93,0.1,3372.57517,1124.51496055715,5.1,4.9,0.831,13.2
75,142,42,1.59726207166724,0,96,214,56.1,47,98,2.65023344003807,96,0.1,8757.2622,2596218,2.7,2.6,0.754,15.2
73.6,169,0,10.14,24.70841046,89,1,59.4,0,92,6.1,92,0.1,1372.68947,25979,2.2,2.3,0.81,15.8
71.4,178,0,6.32,1132.432517,85,0,57.7,0,85,5.69,85,0.4,9564.46383,547928,3.5,3.5,0.722,12.7
72.9,133,1,6.95,292.6142378,88.2935835283094,63,52.2,1,95,8.9,95,0.1,2149.9944,7496522,2.7,2.8,0.715,13.2
65,271,2,2.91,122.1206485,98,26,43,2,98,4.68,99,0.1,1334.651896,255812,2.2,2.4,0.649,12.7
69.9,142,126,0.01,62.65945432,94,788,15.2,161,94,3.6,94,0.1,757.6717572,15214912,18.9,19.4,0.535,8.9
51.4,282,57,0.1,17.58722718,44.0633037536962,31584,14.3,124,43,6.55,39,1.6,177.828384,12262,12.5,12.5,0.261,2.9
65.9,26,2,3.79,126.698109,98,12,43.9,2,99,5.6,95,0.1,1634.81431,259167,2.2,2.4,0.661,13
78.2,18,27,8.74,0,94,140,65.7,31,94,16.2,96,0.1,36.0522904183548,85.5013318945081,0.7,0.6,8.54777625226807,9.38075529893134
71.4,192,16,5.93,27.63810304,95,10315,2.2,19,97,3.7,96,0.7,296.54617,6473164,9.2,9.5,0.657,11.5
84,76,0,12,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,8321496,1.7,1.9,0.864,15.1
54,329,12,4.24,17.85870796,43.1812386280442,4,21.5,17,47,8.77,31,3.2,149.4452549,3176414,8.5,8.5,0.335,10.2
69.2,197,0,0.01,401.7931045,99,0,59.5,0,99,4.6,99,0.1,4353.121392,86786,4,3.7,0.709,14.7
61,288,17,7.11,9.165614959,97,5,17.7,25,93,7.2,97,2.8,539.1538211,9977446,6.6,6.4,0.447,10.2
51.1,527,4,2.71,154.8705998,93,2488,29.7,6,92,1.87,93,13.4,1173.26212,24551,7.2,7,0.464,10.9
74,146,2,1.25879691148034,0,93,0,5.2,3,89,1.95023344003807,93,0.2,419.367724,6639119,2,1.9,0.692,12.3
72.4,172,10,6.3,0,72,0,55.3,12,86,4.93,68,0.1,75.9110895687185,5.99985336941195,1.7,1.6,0.688,11.6
59.8,277,3,3.41,0,96,0,24.8,5,95,6.24,96,1.8,117.979317641572,2.49993890392165,8,7.9,0.441,8.7
85,82,2,0.82550010625641,0,97,9,63.8,2,96,0.8,96,0.1,13653.2264,17762681,0.8,0.8,0.845,16.3
71.8,183,4,2.05,13.39092189,97,21,19.2,4,97,3.37,97,0.1,216.681584,19968,15.3,15.4,0.735,13.4
63.7,216,1700,1.19,19.4808682,60.5189084056942,47147,12.6,2200,57,4.3,61,0.3,541.1352279,11827848,27.3,28.3,0.505,8.6
65.1,226,12,2.66,0,84,0,45.4,16,84,5.22,84,0.2,98.0521536283443,7.99980449254927,1.4,1.2,0.62,14.6
74.2,149,3,7.74,466.7383106,95,133,53.6,3,98,5.86,98,0.1,4981.198619,3824876,2.5,2.7,0.784,14.7
62.3,294,2,8.85,145.318282,67,1,33.5,3,68,3.41,67,7,8754.113376,16421,6.5,6.4,0.66,12.5
74.8,145,2,1.14379726566838,0,98,0,54,2,99,1.75023344003807,98,0.1,295.966488,68235,1.8,1.7,0.642,11.7
76.9,77,1,1.91,3862.68271,99,344,62.4,1,99,3.64,99,0.1,44449.7435,14931.4515001742,5.2,5,0.832,13.3
55.2,276,53,0.1,35.80929749,56.4537760339799,282,16.1,106,57,6.94,57,1.4,292.55962,14668338,11.4,11.3,0.293,3.8
74.2,113,0,8.47,1641.30981,93,0,48.4,0,93,5.64,93,0.1,16462.48556,5487.44593718604,3.9,3.9,0.771,15
57.3,296,3,2.51,0,95,0,2.3,6,88,4.35,87,2.9,121.143297174235,2.99992668470597,9.4,9.3,0.404,7.6
77.2,17,1,12,1904.00231,82,8,51.7,1,96,9.15,98,0.1,12882.28897,1419631,0.8,0.6,0.788,15.9
78.7,84,2,9.03,0,99,7,27.2,3,96,5.33,96,0.1,56.929447934696,5.00004887686268,1.6,1,4.99615948714115,5.33673383067586
64.4,211,1500,1.27,3.5096369,8,36711,13.5,2000,65,4.28,65,0.3,77.819,1144118674,27.2,28.1,0.526,9.4
89,78,0,9.88,271.2545531,98,0,6.9,0,98,9.5,98,0.1,2277.53613,14162,0.7,0.5,0.837,16.8
73.9,138,11,4.85,58.4989742,93,1,5.8,14,93,4.73,93,0.3,428.87811,2864198,1.2,1.2,0.7,13.2
58.5,39,186,1.06,30.46451811,47,1446,14.5,286,61,4.69,5,2.8,243.326822,8149,11.3,11,0.362,7.1
79.5,86,0,10.25,640.3560918,94,64,6.9,1,99,9.25,98,0.1,4443.83131,16257,0.8,0.8,0.871,15.8
71.7,115,490,3.06,17.46057369,6,71093,2.5,608,86,4.6,85,0.1,959.372181,1262645,5.9,5.1,0.583,9.5
65.1,172,372,0.04,0.66751505,82,4321,21.9,461,82,3.2,82,0.1,14.142268,1756182,2.2,2.7,0.521,7.5
78,218,0,0.01,5.34809451,88.4481336164996,9,54,0,93,5.28,93,0.1,47.32827,1396985,2.5,2.5,0.764,14.4
78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,811566,1.7,1.9,0.833,15.4
56,347,26,1.72607256256902,38.3382324,59.7151611524698,1952,20.9863424016799,40,64,2.77,59,3.8,958.45581,1818258,1.65733216232333,1.65894614801692,0.419,4.9
81,73,0,6.37,11792.53465,87.9654224109997,0,56.5,0,91,8.89,91,0.1,66775.3944,4623291,0.8,0.7,0.929,17.6
71.5,179,0,4.14,369.6317105,88,0,26.4,0,88,4.24,88,0.1,3957.51296,124621,7.9,7.9,0.683,12.5
62.8,254,33,0.91,71.16601203,77,0,17.6,47,76,4.7,77,0.5,415.6893226,2569121,7.7,7.6,0.5,9.7
72.5,184,1,13.24,1030.220271,90.9583693891493,0,57.6,1,99,8.42,99,0.1,8396.25323,1129552,2.1,2.1,0.784,14.9
47.1,433,28,3.97,49.8371267,84,31,21.2,42,81,13.13,84,1.7,394.5932439,63126,8.5,8.4,0.375,8.5
73.2,126,0,2.4,0,89.0811630970794,18,54.1,0,96,9.17,96,0.1,70.2149118087313,9.00021994588208,2.7,2.7,0,11.9
65.9,183,10,0.38,2.626234903,88,3,34.1,12,76,5.7,83,0.3,44.2872665,7557,3.8,3.9,0.579,10.7
84,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,836344,1.7,1.9,0.872,15.4
77.8,79,0,5.62,130.0150391,89.7805265469195,2,62.8,0,95,7.11,95,0.1,1121.78636,39328,0.7,0.7,0.783,13.7
77.1,99,3,9.55,0,92,62,25.7,4,99,4.61,97,0.1,61.9904910464145,33.0007087145089,1.6,1.1,4.93690431729622,5.25427433868175
73,17,1,4.54,221.8428,99,7,48.9,1,98,6.38,97,0.1,2416.588235,326939,1.8,1.9,0.681,10.9
74.3,138,1,12.03,153.1400362,95,0,65.1,1,88,8.44,88,0.1,7853.335191,7223938,1.9,1.9,0.787,14.8
87,66,0,1.55,2639.376955,95,23,3.5,0,95,3.66,95,0.1,33579.85948,11200.8529236282,2.1,2,0.839,13.9
79.1,81,0,9.46,2124.921517,92,0,59.2,1,93,8.61,94,0.1,18477.57841,19287,0.8,0.8,0.823,15.2
65.9,218,0,7.56,345.9044258,98,0,45,1,98,5.1,98,0.3,3944.178173,75881,5.5,5.3,0.633,10.3
69,267,40,1.69,195.9824626,94,641,25.5,59,94,5.33,94,1.9,1312.67557,2451214,7.1,7,0.547,10.5
58.3,34,41,1.46,53.23775977,8,60,21.8,62,81,3.96,8,3.2,423.1936389,2986536,8.4,8.3,0.491,7.7
45.3,686,25,1.72,0,76,529,25.9,39,76,6.16,75,42.1,548.587312,12366165,1.6,1.7,0.427,9.8
47.1,386,94,3.53,8.8667775,17.0790294085912,29,17.2,152,4,4.71,4,2.5,141.86844,18865716,1.2,1.1,0.415,6.4
75,24,5,8.48,415.1627705,21,1333,59,5,54,6.98,5,0.2,3569.75727,45761,2.4,2.5,0.734,14.9
77.2,84,0,4.76,430.8769785,99,0,56.5,1,99,5.66,99,0.1,4414.72314,289592,1.3,1.4,0.759,14.2
64.4,282,8,6.58,23.43400762,99,24,45.3,9,99,3.7,99,0.1,268.123657,149918,2.5,2.6,0.714,13.1
71,161,0,1,43.19780767,59,0,45.7,0,67,3.96,68,0.1,247.97823,214634,1.6,1.5,0.572,10.6
73.8,132,3,0.47,438.4519214,97,334,33.4,4,97,3.47,97,0.1,8513.629541,2711169,8.5,8.3,0.747,12.5
82.5,49,0,7.45,8254.020763,31.304145279152,0,6.6,0,9,8.86,9,0.1,52473.11356,327386,1,0.9,0.915,19
89,88,3,11.9,7002.785925,47,604,59.1,3,98,1.57,98,0.1,45413.6571,6437499,0.6,0.6,0.877,16.1
52.2,366,46,0.64,76.52382535,39,226,18.2,78,46,3.42,39,3.1,986.13177,13133589,8.8,8.7,0.387,7.3
